restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords,first_review_date,last_review_date
g1158605-d7604395,L'Amuse Bouche,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Saint Gratien""]",France,Ile-de-France,Val-d'Oise,Saint Gratien,"Angle de la Rue D'Argenteuil Boulevard de la Gare, 95210 Saint Gratien France",48.965195,,Claimed,,,#3 of 34 places to eat in Saint Gratien,"Mid-range, French, Bar, European",€€-€€€,,"Lunch, Dinner","French, Bar, European, Pub, Gastropub",,,N,N,N,,7.0,119.0,7.0,,172.0,,4.0,3.0,0.0,0.0,1.0,,4.0,4.0,4.0,,,,2012-10-03
g1158607-d10006211,Délices Sucré - Salé,"[""Europe"", ""France"", ""Ile-de-France"", ""Seine-Saint-Denis"", ""Stains""]",France,Ile-de-France,,Stains,"10 Place Marcel Pointet, 93240 Stains France",48.95199,2.38195,Claimed,,#8 of 18 Restaurants in Stains,#9 of 23 places to eat in Stains,"Mid-range, French",,,,,,,N,N,,"{""Mon"": [""18:30-22:30""], ""Tue"": [""18:30-22:30""], ""Wed"": [""18:30-22:30""], ""Thu"": [""18:30-22:30""], ""Fri"": [""18:30-22:30""], ""Sat"": [""11:30-00:00""], ""Sun"": [""11:30-23:00""]}",7.0,44.0,7.0,4.0,,All languages,12.0,,3.0,1.0,0.0,2.0,4.0,,3.5,,,2020-06-30,2020-10-08
,Chicken Family,"[""Europe"", ""France"", ""Ile-de-France"", ""Seine-Saint-Denis"", ""Stains""]",France,Ile-de-France,,Stains,,48.94898,2.38287,Unclaimed,,#11 of 18 Restaurants in Stains,#12 of 23 places to eat in Stains,,€€-€€€,€4-€30,,,,,N,N,N,,,,,5.0,1.0,,1.0,1.0,,0.0,0.0,0.0,,,,,,,2012-11-17
g1158607-d5800222,O Wok Time,"[""Europe"", ""France"", ""Ile-de-France"", ""Seine-Saint-Denis"", ""Stains""]",France,Ile-de-France,Seine-Saint-Denis,Stains,"68 avenue de Stalingrad, 93240 Stains France",48.94871,2.38166,Unclaimed,,#17 of 18 Restaurants in Stains,#18 of 23 places to eat in Stains,Chinese,,,,Chinese,,,N,,N,,,,,2.5,3.0,All languages,3.0,1.0,0.0,0.0,0.0,2.0,,,,,,2016-03-23,
g1158611-d12874583,Come à la maison,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Coueron""]",France,Pays de la Loire,Loire-Atlantique,,,,,Claimed,,#12 of 12 Restaurants in Coueron,#12 of 13 places to eat in Coueron,,,€5-€15,,Street Food,,,N,N,N,,,,,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,2011-08-03,2014-05-01
g1158611-d6749760,Bistrot le Paradis,"[""Europe"", ""France"", ""Pays de la Loire"", ""Loire-Atlantique"", ""Coueron""]",France,Pays de la Loire,Loire-Atlantique,Coueron,"2 le Paradis, 44220 Coueron France",,-1.752017,Claimed,,#6 of 12 Restaurants in Coueron,#6 of 13 places to eat in Coueron,"Cheap Eats, French, European",€,,,"French, European",,"Seating, Parking Available, Validated Parking, Wheelchair Accessible, Reservations, Table Service",N,,N,"{""Mon"": [""07:30-19:30""], ""Tue"": [""07:30-19:30""], ""Wed"": [], ""Thu"": [""07:30-19:30""], ""Fri"": [""07:30-19:30""], ""Sat"": [""09:00-19:30""], ""Sun"": []}",5.0,,5.0,4.5,37.0,English,2.0,,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,,2016-06-14,2020-06-26
,Le Dinner Restaurant,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Rhone"", ""Saint-Fons""]",France,,Rhone,Saint-Fons,"15 rue Pierre Dupont, 69190 Saint-Fons France",,4.857238,Unclaimed,,#13 of 13 Restaurants in Saint-Fons,#13 of 16 places to eat in Saint-Fons,,€€-€€€,€7-€20,,"Italian, French, Mexican, American",,,N,N,,,,,,,7.0,All languages,7.0,1.0,0.0,0.0,3.0,3.0,,,,,,2016-02-20,2019-03-25
g1158636-d5981781,,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Rhone"", ""Saint-Fons""]",,Auvergne-Rhone-Alpes,Rhone,Saint-Fons,"1 Place des Palabres, 69190 Saint-Fons France",45.69394,4.85601,Unclaimed,,#5 of 13 Restaurants in Saint-Fons,#5 of 16 places to eat in Saint-Fons,,,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""11:00-14:00"", ""17:00-23:00""], ""Tue"": [""11:00-14:00"", ""17:00-23:00""], ""Wed"": [""11:00-14:00"", ""17:00-23:00""], ""Thu"": [""11:00-14:00"", ""17:00-23:00""], ""Fri"": [""17:00-23:00""], ""Sat"": [""11:00-00:00""], ""Sun"": [""11:00-00:00""]}",7.0,68.0,11.0,5.0,2.0,All languages,2.0,2.0,0.0,,,0.0,,,,,,,
,Ibis Kitchen,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Rhone"", ""Caluire et Cuire""]",France,Auvergne-Rhone-Alpes,Rhone,Caluire et Cuire,"9 avenue de Poumeyrol ZAC Saint Clair ibis Lyon Caluire Cite Internationale, 69300 Caluire et Cuire France",,,Unclaimed,,,,French,,,,French,,,N,,N,,,,,,,,,,,,,,,,,,,2021-01-30,2023-12-31
g1158641-d15311541,Le Jardin Perche de Caluire,,,Auvergne-Rhone-Alpes,Rhone,Caluire et Cuire,"10 Chemin petit, 69300 Caluire et Cuire France",45.80575,4.85865,Unclaimed,,#22 of 36 Restaurants in Caluire et Cuire,#22 of 42 places to eat in Caluire et Cuire,"Mid-range, French, Cafe, Deli",€€-€€€,€2-€20,,"French, Cafe, Deli",,,N,N,N,,,,,3.5,6.0,,6.0,2.0,2.0,0.0,1.0,1.0,,,,,,2023-06-27,
g1158641-d3463651,Le Rouge et le Noir,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Rhone"", ""Caluire et Cuire""]",France,Auvergne-Rhone-Alpes,Rhone,,"107 Grande rue Saint Clair, 69300 Caluire et Cuire France",45.78966,4.85601,Claimed,,#18 of 36 Restaurants in Caluire et Cuire,,"Mid-range, French",€€-€€€,€6-€15,"Lunch, Breakfast, Drinks",French,,,,N,N,"{""Mon"": [""08:30-17:00""], ""Tue"": [""08:30-17:00""], ""Wed"": [""08:30-17:00""], ""Thu"": [""08:30-17:00""], ""Fri"": [""08:30-17:00""], ""Sat"": [], ""Sun"": []}",5.0,,5.0,4.0,50.0,English,3.0,0.0,3.0,0.0,0.0,0.0,4.5,4.0,4.0,,,2016-06-28,
g1158641-d5887250,La Caleche,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Rhone"", ""Caluire et Cuire""]",France,Auvergne-Rhone-Alpes,Rhone,Caluire et Cuire,,45.789448,4.855445,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2017",#8 of 36 Restaurants in Caluire et Cuire,#8 of 42 places to eat in Caluire et Cuire,"Cheap Eats, Italian, French, Pizza",€,€7-€16,"Lunch, Dinner","Italian, Pizza, French",,,N,N,N,,,22.5,10.0,4.5,80.0,English,6.0,4.0,,0.0,0.0,1.0,4.5,4.5,4.5,,,2023-10-24,2023-12-31
g1158641-d7992424,June Epicerie Caffe,,,Auvergne-Rhone-Alpes,Rhone,Caluire et Cuire,,45.799694,4.847485,,,#32 of 36 Restaurants in Caluire et Cuire,#32 of 42 places to eat in Caluire et Cuire,Mid-range,€€-€€€,€6-€20,"Breakfast, Lunch, Dinner",,,"Accepts Visa, Delivery, Takeout, Reservations, Outdoor Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Free Wifi, Seating, Wheelchair Accessible",,N,N,"{""Mon"": [""09:00-19:00""], ""Tue"": [""09:00-19:00""], ""Wed"": [""09:00-19:00""], ""Thu"": [""09:00-19:00""], ""Fri"": [""09:00-19:00""], ""Sat"": [""09:00-19:00""], ""Sun"": [""09:00-19:00""]}",7.0,,7.0,,12.0,All languages,12.0,7.0,,1.0,0.0,,,,,,,2022-05-21,2023-08-07
g1158643-d17613983,La Maison de Steph,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Deauville"", ""Saint-Arnoult""]",France,Normandy,,,"Avenue Michel D'Ornano Les Rives de Deauville, 14800 Saint-Arnoult, Deauville France",49.338734,0.092797,Claimed,,#4 of 6 Restaurants in Saint-Arnoult,#4 of 6 places to eat in Saint-Arnoult,"Mid-range, French, Deli",€€-€€€,€5-€35,"Lunch, Dinner, Brunch, After-hours","French, Deli",,,,N,N,"{""Mon"": [], ""Tue"": [""09:30-22:15""], ""Wed"": [""09:30-22:30""], ""Thu"": [""09:30-22:30""], ""Fri"": [""09:30-22:30""], ""Sat"": [""09:30-23:00""], ""Sun"": [""09:00-21:30""]}",6.0,77.75,,4.5,33.0,English,,1.0,0.0,0.0,0.0,0.0,3.5,4.0,4.0,,,2015-03-07,
g1158646-d12727413,,"[""Europe"", ""France"", ""Ile-de-France"", ""Seine-Saint-Denis"", ""Villemomble""]",France,Ile-de-France,,Villemomble,"4 boulevard Carnot, 93250 Villemomble France",,2.51177,,,#14 of 26 Restaurants in Villemomble,#14 of 36 places to eat in Villemomble,,,,Dinner,"American, Fast food, Diner, Arabic",,Seating,,,N,,,,,3.5,14.0,All languages,,6.0,,,0.0,3.0,,,,,,,2023-12-31
g1158646-d14000955,Woodiz,"[""Europe"", ""France"", ""Ile-de-France"", ""Seine-Saint-Denis"", ""Villemomble""]",France,Ile-de-France,,Villemomble,"170 Grande rue, 93250 Villemomble France",48.8822,2.52375,Unclaimed,,,#21 of 36 places to eat in Villemomble,,,,,Pizza,,,N,N,N,,,,,4.0,1.0,All languages,,0.0,1.0,0.0,0.0,0.0,,,,,,2010-12-21,2013-02-25
g1158646-d3735292,Le Berbère,"[""Europe"", ""France"", ""Ile-de-France"", ""Seine-Saint-Denis"", ""Villemomble""]",,Ile-de-France,Seine-Saint-Denis,Villemomble,"127 Grande rue, 93250 Villemomble France",48.88195,2.52144,Unclaimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#2 of 26 Restaurants in Villemomble,#2 of 36 places to eat in Villemomble,"Mid-range, Moroccan, Mediterranean, Middle Eastern",€€-€€€,,"Lunch, Dinner","Moroccan, Mediterranean, Middle Eastern",,,N,N,N,,,,,4.0,,,122.0,48.0,57.0,10.0,3.0,4.0,,4.0,4.0,4.0,,2020-06-30,2023-12-31
g1158646-d7127774,,"[""Europe"", ""France"", ""Ile-de-France"", ""Seine-Saint-Denis"", ""Villemomble""]",France,Ile-de-France,Seine-Saint-Denis,Villemomble,,48.88858,,Unclaimed,,#19 of 26 Restaurants in Villemomble,,"Cafe, Fast food",,,,"Cafe, Fast food",,,,N,N,,,,,5.0,1.0,All languages,1.0,1.0,,0.0,0.0,0.0,,,,,,2011-03-19,
g1158648-d5931804,,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Saone-et-Loire"", ""Champforgeuil""]",France,Bourgogne-Franche-Comte,Saone-et-Loire,,"63 rue de Paris, 71530 Champforgeuil France",46.81839,4.83835,Unclaimed,,#3 of 3 Restaurants in Champforgeuil,#3 of 3 places to eat in Champforgeuil,,€,,,,,,N,N,N,"{""Mon"": [], ""Tue"": [""11:30-14:00"", ""18:30-22:30""], ""Wed"": [""11:30-14:00"", ""18:30-22:30""], ""Thu"": [""11:30-14:00"", ""18:30-22:30""], ""Fri"": [""11:30-14:00"", ""18:30-22:30""], ""Sat"": [""11:30-14:00"", ""18:30-22:30""], ""Sun"": [""18:30-22:30""]}",6.0,36.5,11.0,3.5,4.0,All languages,,1.0,1.0,1.0,0.0,,,,,,,2013-10-06,2017-07-10
g1158649-d4168410,Sous la Toque D'olivier,"[""Europe"", ""France"", ""Normandy"", ""Haute-Normandie"", ""Seine-Maritime"", ""Rouen"", ""Isneauville""]",France,Normandy,Haute-Normandie,Isneauville,"604 rue de l Eglise Next The Church, 76230 Isneauville, Rouen France",,1.142031,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 9 Restaurants in Isneauville,#1 of 10 places to eat in Isneauville,"Fine Dining, French, European, Contemporary",€€€€,€30-€60,,"French, European, Contemporary",,,N,N,,"{""Mon"": [""12:00-13:30"", ""19:30-21:00""], ""Tue"": [""12:00-13:30""], ""Wed"": [], ""Thu"": [""12:00-13:30"", ""19:30-21:00""], ""Fri"": [""12:00-13:30"", ""19:30-21:00""], ""Sat"": [""12:00-13:30"", ""19:30-21:00""], ""Sun"": [""12:00-13:30""]}",,15.0,10.0,4.5,362.0,English,10.0,10.0,0.0,0.0,0.0,0.0,4.5,4.5,4.0,4.0,,,2023-12-31
g1158652-d11741807,La Quincaille Resto Bistro,"[""Europe"", ""France"", ""Ile-de-France"", ""Essonne"", ""Sainte-Genevieve-des-Bois""]",France,Ile-de-France,Essonne,Sainte-Genevieve-des-Bois,"28 route de Longpont, 91700 Sainte-Genevieve-des-Bois France",48.652813,2.310597,Claimed,,#6 of 47 Restaurants in Sainte-Genevieve-des-Bois,#6 of 54 places to eat in Sainte-Genevieve-des-Bois,"Mid-range, French",€€-€€€,€15-€25,"Lunch, Dinner",,,,N,,N,"{""Mon"": [], ""Tue"": [""12:00-14:00"", ""19:00-21:00""], ""Wed"": [""12:00-14:00"", ""19:00-21:00""], ""Thu"": [""12:00-14:00"", ""19:00-21:00""], ""Fri"": [""12:00-14:00"", ""19:00-21:00""], ""Sat"": [""12:00-14:00"", ""19:00-21:00""], ""Sun"": []}",5.0,20.0,10.0,4.5,,English,1.0,0.0,,0.0,0.0,0.0,5.0,,4.5,,,,
g1158652-d14918190,Prima Nata,"[""Europe"", ""France"", ""Ile-de-France"", ""Essonne"", ""Sainte-Genevieve-des-Bois""]",France,Ile-de-France,Essonne,,"40 avenue Gabriel Peri, 91700 Sainte-Genevieve-des-Bois France",48.651314,2.316831,Claimed,,#9 of 47 Restaurants in Sainte-Genevieve-des-Bois,#9 of 54 places to eat in Sainte-Genevieve-des-Bois,"Mid-range, Italian, European, Vegetarian Friendly",,,,"Italian, European",Vegetarian Friendly,,Y,,N,"{""Mon"": [], ""Tue"": [""12:00-14:00"", ""19:00-22:00""], ""Wed"": [""12:00-14:00"", ""19:00-22:00""], ""Thu"": [""12:00-14:00"", ""19:00-22:00""], ""Fri"": [""12:00-14:00"", ""19:00-22:00""], ""Sat"": [""12:00-14:00"", ""19:00-22:00""], ""Sun"": []}",5.0,25.0,10.0,4.5,62.0,All languages,62.0,38.0,,7.0,2.0,1.0,4.5,,4.5,,,,2023-12-31
g1158652-d19527307,L'Absolu,"[""Europe"", ""France"", ""Ile-de-France"", ""Essonne"", ""Sainte-Genevieve-des-Bois""]",France,,,Sainte-Genevieve-des-Bois,,,2.334579,Claimed,,#32 of 47 Restaurants in Sainte-Genevieve-des-Bois,#32 of 54 places to eat in Sainte-Genevieve-des-Bois,,,€16-€32,"Breakfast, Lunch, Dinner, Drinks","Bar, Gastropub",,,N,N,N,"{""Mon"": [""07:00-22:00""], ""Tue"": [""07:00-22:00""], ""Wed"": [""07:00-22:00""], ""Thu"": [""07:00-22:00""], ""Fri"": [""07:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-23:00""]}",7.0,,7.0,4.0,14.0,,14.0,,1.0,,4.0,0.0,,,,,,2011-03-31,2016-03-22
,El Koutoubia,"[""Europe"", ""France"", ""Ile-de-France"", ""Essonne"", ""Sainte-Genevieve-des-Bois""]",,Ile-de-France,Essonne,Sainte-Genevieve-des-Bois,"1 rue du Cottage, 91700 Sainte-Genevieve-des-Bois France",,2.318978,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020",#12 of 47 Restaurants in Sainte-Genevieve-des-Bois,#12 of 54 places to eat in Sainte-Genevieve-des-Bois,"Mid-range, Moroccan, Mediterranean, Middle Eastern",€€-€€€,,"Lunch, Dinner, After-hours","Moroccan, Mediterranean, Middle Eastern",,"Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",,N,N,"{""Mon"": [""12:00-14:00"", ""17:00-23:00""], ""Tue"": [""12:00-14:00"", ""17:00-23:00""], ""Wed"": [""12:00-14:00"", ""17:00-23:00""], ""Thu"": [""12:00-14:00"", ""17:00-23:00""], ""Fri"": [""12:00-14:00"", ""17:00-23:00""], ""Sat"": [""12:00-14:00"", ""17:00-23:00""], ""Sun"": [""12:00-14:00"", ""17:00-23:00""]}",7.0,,,4.0,247.0,English,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.5,3.5,,2022-01-03,2022-04-06
g1158652-d5825583,Pizza du Donjon,"[""Europe"", ""France"", ""Ile-de-France"", ""Essonne"", ""Sainte-Genevieve-des-Bois""]",France,,Essonne,Sainte-Genevieve-des-Bois,"Entree 1 1 av du Regiment Normandie Niemen Place du Marche, 91700 Sainte-Genevieve-des-Bois France",48.63717,2.33248,Unclaimed,,#24 of 47 Restaurants in Sainte-Genevieve-des-Bois,,"Cheap Eats, Italian, Pizza",,,"Lunch, Dinner","Pizza, Italian",,"Takeout, Reservations",,,N,"{""Mon"": [], ""Tue"": [""17:30-22:00""], ""Wed"": [""11:00-14:30"", ""17:30-22:00""], ""Thu"": [""11:00-14:30"", ""17:30-22:00""], ""Fri"": [""11:00-14:30"", ""17:30-22:30""], ""Sat"": [""11:00-14:30"", ""17:30-22:30""], ""Sun"": [""11:00-14:30"", ""17:30-22:00""]}",6.0,,11.0,4.5,23.0,All languages,23.0,15.0,6.0,0.0,,1.0,4.5,4.5,4.5,,,2011-12-12,2016-03-12
g1158652-d7203661,Le Saint Maurice,"[""Europe"", ""France"", ""Ile-de-France"", ""Essonne"", ""Sainte-Genevieve-des-Bois""]",France,Ile-de-France,Essonne,Sainte-Genevieve-des-Bois,"130 avenue Gabriel Peri, 91700 Sainte-Genevieve-des-Bois France",48.64747,2.326451,Claimed,,#8 of 47 Restaurants in Sainte-Genevieve-des-Bois,#8 of 54 places to eat in Sainte-Genevieve-des-Bois,"Mid-range, French",€€-€€€,,,French,,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",N,,N,,,,,4.0,176.0,English,1.0,0.0,1.0,0.0,,0.0,4.0,4.0,4.0,,,2018-12-25,2022-01-31
g1158652-d8708375,Fidarna,"[""Europe"", ""France"", ""Ile-de-France"", ""Essonne"", ""Sainte-Genevieve-des-Bois""]",,Ile-de-France,,Sainte-Genevieve-des-Bois,"8 route de Corbeil, 91700 Sainte-Genevieve-des-Bois France",48.65,2.3365,Claimed,,#43 of 47 Restaurants in Sainte-Genevieve-des-Bois,#43 of 54 places to eat in Sainte-Genevieve-des-Bois,Mid-range,€€-€€€,€5-€15,"Lunch, Dinner",,,"Delivery, Wheelchair Accessible",,N,N,"{""Mon"": [""11:00-14:30"", ""18:00-22:30""], ""Tue"": [""11:00-14:30"", ""18:00-22:30""], ""Wed"": [""11:00-14:30"", ""18:00-22:30""], ""Thu"": [""11:00-14:30"", ""18:00-22:30""], ""Fri"": [""18:30-22:30""], ""Sat"": [""11:00-14:30"", ""18:00-22:30""], ""Sun"": [""11:00-14:30"", ""18:00-22:30""]}",7.0,52.0,13.0,4.0,5.0,All languages,5.0,3.0,,0.0,0.0,1.0,,,,,,,
g1158656-d7709597,,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Gilly-sur-Isere""]",France,Auvergne-Rhone-Alpes,,,"113 route de Tamie, 73200 Gilly-sur-Isere France",45.66301,6.35931,Claimed,,#4 of 7 Restaurants in Gilly-sur-Isere,#4 of 8 places to eat in Gilly-sur-Isere,"Cheap Eats, French",,,,,,,,N,N,,,,,4.0,,All languages,,9.0,14.0,1.0,,3.0,4.0,4.5,4.5,,,2013-08-29,2017-01-25
g1158668-d20042579,PAUL,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Saone-et-Loire"", ""Dommartin-les-Cuiseaux""]",France,Bourgogne-Franche-Comte,Saone-et-Loire,Dommartin-les-Cuiseaux,"Autoroute A39, 71480 Dommartin-les-Cuiseaux France",46.495342,5.311489,Unclaimed,,,,,,,,,,,N,N,,"{""Mon"": [""07:00-19:00""], ""Tue"": [""07:00-19:00""], ""Wed"": [""07:00-19:00""], ""Thu"": [""07:00-19:00""], ""Fri"": [""07:00-19:00""], ""Sat"": [""07:00-19:00""], ""Sun"": [""07:00-19:00""]}",7.0,84.0,7.0,,,,,,,,,,,,,,,2013-10-03,2014-12-01
g1158670-d1336306,,"[""Europe"", ""France"", ""Normandy"", ""Haute-Normandie"", ""Seine-Maritime"", ""Rouen"", ""Le Petit Quevilly""]",,Normandy,Haute-Normandie,Le Petit Quevilly,"15 Rond Point des Bruyeres, 76140 Le Petit Quevilly, Rouen France",49.4122,1.07167,Unclaimed,,#13 of 16 Restaurants in Le Petit Quevilly,#14 of 21 places to eat in Le Petit Quevilly,,€,,,,,Reservations,N,,N,,,,,,8.0,,,0.0,5.0,3.0,0.0,0.0,,,,,,2013-09-17,2013-12-06
g1158670-d4026143,Buffalo Grill,"[""Europe"", ""France"", ""Normandy"", ""Haute-Normandie"", ""Seine-Maritime"", ""Rouen"", ""Le Petit Quevilly""]",France,Normandy,Haute-Normandie,,,,1.069531,,,#9 of 16 Restaurants in Le Petit Quevilly,,"Mid-range, Barbecue",€€-€€€,,"Lunch, Dinner",Barbecue,,,N,N,,"{""Mon"": [""11:30-13:45"", ""18:00-21:45""], ""Tue"": [""11:30-13:45"", ""18:00-21:45""], ""Wed"": [""11:30-13:45"", ""18:00-21:45""], ""Thu"": [""11:30-13:45"", ""18:00-21:45""], ""Fri"": [""11:30-13:45"", ""18:00-21:45""], ""Sat"": [""11:30-13:45"", ""18:00-21:45""], ""Sun"": [""11:30-13:45"", ""18:00-21:45""]}",7.0,42.0,,3.5,147.0,English,16.0,,7.0,,2.0,1.0,,,3.5,2.5,,,2023-12-31
g1158724-d12211910,Saveurs et Gourmandises,,France,Ile-de-France,Val-de-Marne,,"21 rue du Marechal Leclerc, 94410 Saint Maurice France",48.81822,2.4216,Unclaimed,,,,"Mid-range, French, Fast food, Arabic",€€-€€€,,,"French, Fast food, Arabic",,,N,N,N,,,,,,,,,,,,,,,,,,,2013-12-23,2015-10-31
g1158724-d20821746,Piment thaï,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-de-Marne"", ""Saint Maurice""]",France,Ile-de-France,Val-de-Marne,Saint Maurice,"56 av du Mal de Lattre de Tassigny, 94410 Saint Maurice France",48.82248,2.41993,Unclaimed,,,#13 of 17 places to eat in Saint Maurice,,,,,,,,N,N,N,,6.0,42.0,12.0,,2.0,,,1.0,1.0,0.0,,0.0,,,,,,2016-12-04,2021-04-19
g1158728-d13197007,Secrets de Pains d'Avon,"[""Europe"", ""France"", ""Ile-de-France"", ""Seine-et-Marne"", ""Fontainebleau"", ""Avon""]",France,Ile-de-France,Seine-et-Marne,Avon,"36 B avenue Franklin Roosevelt, 77210 Avon, Fontainebleau France",48.415474,2.720808,Claimed,,#9 of 11 Restaurants in Avon,#9 of 14 places to eat in Avon,"Cheap Eats, French, Cafe, Fast food",€,€2-€15,,"French, Cafe, Fast food, Soups",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""06:30-20:00""], ""Tue"": [""06:30-20:00""], ""Wed"": [""06:30-20:00""], ""Thu"": [""06:30-20:00""], ""Fri"": [""06:30-20:00""], ""Sat"": [""06:30-20:00""], ""Sun"": []}",6.0,81.0,6.0,4.5,16.0,All languages,16.0,12.0,1.0,,2.0,1.0,5.0,5.0,4.5,,,2020-09-06,
g1158728-d5981663,Vale Do Sol,"[""Europe"", ""France"", ""Ile-de-France"", ""Seine-et-Marne"", ""Fontainebleau"", ""Avon""]",France,Ile-de-France,Seine-et-Marne,,"27 B avenue Franklin Roosevelt, 77210 Avon, Fontainebleau France",48.4149,2.71815,Claimed,,,#11 of 14 places to eat in Avon,"Cheap Eats, European, Portuguese",€,,"Breakfast, Lunch, Dinner","Portuguese, European",,"Reservations, Seating, Delivery, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [""09:00-14:00"", ""18:00-22:00""], ""Wed"": [""09:00-14:00"", ""18:00-22:00""], ""Thu"": [""09:00-14:00"", ""18:00-22:00""], ""Fri"": [""09:00-14:00"", ""18:00-22:00""], ""Sat"": [""09:00-14:00"", ""18:00-22:00""], ""Sun"": [""09:00-14:00""]}",,50.0,,,,All languages,33.0,12.0,7.0,,6.0,6.0,,4.5,4.0,4.0,,2014-08-05,2016-04-13
g1158729-d1338098,Al Ritrovo,"[""Europe"", ""France"", ""Hauts-de-France"", ""Nord"", ""Haubourdin""]",,Hauts-de-France,,Haubourdin,"43 B rue Sadi Carnot, 59320 Haubourdin France",,,,,#1 of 8 Restaurants in Haubourdin,#1 of 10 places to eat in Haubourdin,"Mid-range, Italian",€€-€€€,,"Lunch, Dinner",,,"Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [""12:00-14:30""], ""Wed"": [""12:00-14:30""], ""Thu"": [""12:00-14:30""], ""Fri"": [""12:00-14:30"", ""19:00-23:00""], ""Sat"": [""19:00-23:00""], ""Sun"": []}",5.0,,6.0,4.5,44.0,All languages,,,10.0,,0.0,3.0,5.0,5.0,5.0,,,2014-11-15,2016-08-09
g1158730-d10028242,Subway,"[""Europe"", ""France"", ""Ile-de-France"", ""Yvelines"", ""Chambourcy""]",France,Ile-de-France,Yvelines,,"Route de Mantes Route de Mantes, 78240 Chambourcy France",48.908417,2.034285,Claimed,,#13 of 14 Restaurants in Chambourcy,#13 of 17 places to eat in Chambourcy,"Cheap Eats, Fast food",€,€4-€9,"Lunch, Dinner",Fast food,,,N,N,N,"{""Mon"": [""09:30-20:30""], ""Tue"": [""09:30-20:30""], ""Wed"": [""09:30-20:30""], ""Thu"": [""09:30-20:30""], ""Fri"": [""09:30-20:30""], ""Sat"": [""09:30-20:30""], ""Sun"": []}",6.0,,6.0,2.0,,All languages,,,2.0,1.0,1.0,6.0,2.5,1.5,,,,,2023-01-06
g1158730-d2294153,Maotai,"[""Europe"", ""France"", ""Ile-de-France"", ""Yvelines"", ""Chambourcy""]",France,Ile-de-France,Yvelines,Chambourcy,,48.90974,,Claimed,,,#2 of 17 places to eat in Chambourcy,,€€-€€€,,"Lunch, Dinner, After-hours",,Vegetarian Friendly,,Y,,N,"{""Mon"": [""11:00-15:00"", ""18:00-23:00""], ""Tue"": [""11:00-15:00"", ""18:00-23:00""], ""Wed"": [""11:00-15:00"", ""18:00-23:00""], ""Thu"": [""11:00-15:00"", ""18:00-23:00""], ""Fri"": [""11:00-15:00"", ""18:00-23:00""], ""Sat"": [""11:00-15:00"", ""18:00-23:00""], ""Sun"": [""11:00-15:00""]}",7.0,58.0,13.0,3.5,150.0,,10.0,,,2.0,0.0,0.0,,4.0,4.0,3.5,,2017-09-29,2018-05-11
