id,name,address,city,phone,type,avg_rating,total_reviews_count,first_review_date,last_review_date
506,dante's down the hatch  buckhead,3380 peachtree rd.,atlanta,404/266-1600,continental,4.8,,,2018-01-09
507,dante's down the hatch,underground underground mall  underground atlanta,atlanta,404/577-1800,continental,3.8,87.0,,2015-01-14
508,fat matt's rib shack,1811 piedmont ave.  near cheshire bridge rd.,atlanta,404/607-1622,barbecue,4.4,,2013-06-05,2013-10-09
509,french quarter food shop,923 peachtree st.  at 8th st.,atlanta,404/875-2489,southern,,1.0,2013-05-14,2015-06-13
510,holt bros. bar-b-q,6359 jimmy carter blvd.  at buford hwy.  norcross,atlanta,770/242-3984,barbecue,4.0,48.0,2015-06-09,2018-01-02
511,horseradish grill,4320 powers ferry rd.,atlanta,404/255-7277,southern,4.6,56.0,2015-01-21,2018-07-23
512,,192 peachtree center ave.  at international blvd.,atlanta,404/659-2788,asian,4.8,12.0,2020-04-12,2023-06-03
513,imperial fez,2285 peachtree rd.  peachtree battle condominium,atlanta,404/351-0870,mediterranean,2.4,12.0,,2022-02-13
514,kamogawa,3300 peachtree rd.  grand hyatt,atlanta,404/841-0314,asian,,5.0,,2020-05-01
515,la grotta at ravinia dunwoody rd.,holiday inn/crowne plaza at ravinia  dunwoody,atlanta,770/395-9925,,4.7,33.0,2010-01-23,2010-09-01
516,little szechuan,c buford hwy.  northwoods plaza  doraville,atlanta,770/451-0192,asian,4.5,60.0,2015-08-30,2017-11-11
517,lowcountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,,404/255-5160,barbecue,4.3,-18.0,2018-10-03,2020-02-11
518,luna si,1931 peachtree rd.,atlanta,,,4.9,16.0,2012-12-07,2015-09-27
519,mambo restaurante cubano,1402 n. highland ave.,atlanta,404/874-2626,caribbean,4.3,60.0,,2019-02-05
520,mckinnon's louisiane,3209 maple dr.,atlanta,404/237-1313,southern,3.3,,2018-09-22,2021-07-09
521,mi spia dunwoody rd.,park place  across from perimeter mall  dunwoody,atlanta,770/393-1333,italian,3.4,56.0,2019-07-15,2022-06-25
522,nickiemoto's: a sushi bar,247 buckhead ave.  east village sq.,atlanta,404/842-0334,fusion,4.5,81.0,2020-04-03,2020-07-17
523,palisades,1829 peachtree rd.,atlanta,404/350-6755,continental,4.3,29.0,2015-02-27,2018-05-29
524,pleasant peasant,555 peachtree st.  at linden ave.,atlanta,404/874-3223,american,3.9,,2014-10-19,2017-01-14
525,pricci,500 pharr rd.,atlanta,404/237-2941,italian,,90.0,2014-08-05,2015-04-14
526,r.j.'s uptown kitchen & wine bar,870 n. highland ave.,atlanta,404/875-7775,american,,44.0,2018-01-09,2019-02-26
527,rib ranch,25 irby ave.,atlanta,404/233-7644,barbecue,3.9,138.0,2015-01-13,2018-12-14
528,,3043 buford hwy.,atlanta,404/325-5285,asian,4.3,12.0,2014-10-21,2019-05-23
529,sato sushi and thai,6050 peachtree pkwy.  norcross,,770/449-0033,asian,4.2,8.0,2012-01-08,
530,south city kitchen,1144 crescent ave.,atlanta,404/873-7358,southern,4.7,,2015-09-29,2020-08-15
531,south of france,2345 cheshire bridge rd.,atlanta,404/325-6963,french,3.2,244.0,2012-11-06,2013-10-25
532,stringer's fish camp and oyster bar,3384 shallowford rd.  chamblee,atlanta,770/458-7145,southern,4.3,110.0,2016-04-19,2017-11-07
533,sundown cafe,2165 cheshire bridge rd.,atlanta,404/321-1118,american,4.6,18.0,2020-08-31,2025-04-26
534,taste of new orleans,889 w. peachtree st.,atlanta,404/874-5535,southern,4.2,22.0,2019-04-24,2020-04-02
535,tomtom,3393 peachtree rd.,atlanta,404/264-1163,continental,2.9,,2015-09-27,2019-01-22
536,antonio's,3700 w. flamingo,las vegas,702/252-7737,italian,4.6,34.0,2021-09-24,2022-11-22
537,bally's big kitchen,3645 las vegas blvd. s,las vegas,702/739-4111,buffets,4.2,20.0,2021-10-06,2023-06-22
538,bamboo garden,4850 flamingo rd.,las vegas,702/871-3262,asian,4.0,24.0,2015-05-02,2017-10-05
539,battista's hole in the wall,4041 audrie st. at flamingo rd.,las vegas,702/732-1424,,4.0,124.0,2019-03-01,2021-01-05
540,bertolini's,3570 las vegas blvd. s,las vegas,702/735-4663,italian,,67.0,2014-02-09,2018-06-27
541,binion's coffee shop,128 fremont st.,las vegas,702/382-1600,coffee shops/diners,4.7,125.0,2020-07-18,2025-05-29
542,bistro,3400 las vegas blvd. s,las vegas,702/791-7111,continental,4.2,-8.0,2014-06-26,2017-01-08
543,broiler,4111 boulder hwy.,las vegas,702/432-7777,american,4.1,64.0,,2015-10-06
544,bugsy's diner,3555 las vegas blvd. s,las vegas,702/733-3111,coffee shops/diners,3.4,59.0,2011-08-10,2011-12-17
545,cafe michelle,1350 e. flamingo rd.,las vegas,702/735-8686,american,4.7,10.0,2020-02-11,2021-05-06
546,cafe roma,3570 las vegas blvd. s,las vegas,702/731-7547,coffee shops/diners,,-13.0,2013-07-25,2013-11-03
547,capozzoli's,3333 s. maryland pkwy.,,702/731-5311,italian,4.7,22.0,2019-10-05,2024-01-19
548,carnival world,,las vegas,702/252-7777,buffets,4.4,149.0,2011-01-14,2012-03-27
549,center stage plaza hotel,1 main st.,las vegas,702/386-2512,american,4.5,20.0,2016-01-05,2017-10-07
550,circus circus,2880 las vegas blvd. s,las vegas,702/734-0410,buffets,,,,2019-05-11
551,empress court,3570 las vegas blvd. s,las vegas,702/731-7888,asian,3.9,153.0,,2018-11-08
552,feast,,las vegas,702/367-2411,buffets,3.9,234.0,,2015-02-22
553,golden nugget hotel,129 e. fremont st.,las vegas,702/385-7111,buffets,4.1,60.0,2010-11-20,2011-02-27
554,golden steer,308 w. sahara ave.,las vegas,702/384-4470,steak houses,4.1,50.0,2014-02-27,2017-01-02
555,lillie langtry's,129 e. fremont st.,las vegas,702/385-7111,asian,4.7,20.0,2015-08-24,2018-06-25
556,mandarin court,1510 e. flamingo rd.,las vegas,702/737-1234,asian,3.2,88.0,2019-07-11,2021-03-04
557,margarita's mexican cantina,3120 las vegas blvd. s,las vegas,702/794-8200,mexican,4.8,41.0,2015-07-20,2019-04-17
558,mary's diner,5111 w. boulder hwy.,las vegas,702/454-8073,coffee shops/diners,4.1,,2012-12-13,2017-08-07
559,mikado,3400 las vegas blvd. s,las vegas,702/791-7111,asian,3.4,,2013-02-24,2014-07-03
560,pamplemousse,400 e. sahara ave.,las vegas,702/733-2066,continental,3.6,39.0,2017-05-05,2019-01-19
561,ralph's diner,3000 las vegas blvd. s,las vegas,702/732-6330,coffee shops/diners,3.9,20.0,,2016-11-22
562,the bacchanal,3570 las vegas blvd. s,las vegas,702/731-7525,only in las vegas,3.6,,2020-10-24,
563,venetian,3713 w. sahara ave.,las vegas,702/876-4190,italian,4.3,80.0,,2015-09-28
564,viva mercado's,6182 w. flamingo rd.,las vegas,702/871-8826,mexican,5.0,244.0,2016-10-20,2021-04-15
565,yolie's,3900 paradise rd.,las vegas,702/794-0700,steak houses,4.1,271.0,2010-10-08,2014-08-29
566,2223,2223 market st.,san francisco,415/431-0692,american,4.2,28.0,2012-04-29,2014-10-13
567,acquarello,1722 sacramento st.,san francisco,415/567-5432,italian,4.4,40.0,2020-03-15,2023-02-25
568,bardelli's,,san francisco,415/982-0243,old san francisco,,92.0,2014-02-20,2018-08-13
569,betelnut,2030 union st.,san francisco,415/929-8855,asian,4.1,25.0,2015-01-20,2018-12-01
570,bistro roti,155 steuart st.,san francisco,415/495-6500,french,4.1,154.0,2017-01-31,2018-07-11
571,bix,56 gold st.,san francisco,415/433-6300,american,4.3,,2010-09-11,2011-01-09
572,bizou,598 fourth st.,san francisco,415/543-2222,french,4.0,,2016-01-30,2019-05-25
573,buca giovanni,800 greenwich st.,san francisco,415/776-7766,italian,4.8,32.0,2014-02-26,2014-12-14
574,cafe adriano,3347 fillmore st.,san francisco,415/474-4180,italian,4.0,5.0,2011-10-14,2012-04-18
575,cafe marimba,2317 chestnut st.,san francisco,415/776-1506,mexican/latin american/spanish,,22.0,2015-01-08,2019-12-06
576,california culinary academy,625 polk st.,san francisco,415/771-3500,french,7.0,243.0,2015-05-13,2017-10-09
577,capp's corner,1600 powell st.,san francisco,415/989-2589,italian,4.5,32.0,,2015-07-08
578,carta,1772 market st.,san francisco,415/863-3516,american,4.5,28.0,2016-07-08,2017-09-01
579,chevys,4th and howard sts.,san francisco,415/543-8060,mexican/latin american/spanish,5.0,54.0,,
580,cypress club,500 jackson st.,san francisco,415/296-8555,american,3.5,,2013-03-17,2013-08-06
581,des alpes,732 broadway,san francisco,415/788-9900,french,3.9,7.0,2021-08-07,2023-06-04
582,faz,161 sutter st.,san francisco,415/362-0404,greek and middle eastern,,64.0,2017-05-08,2017-06-13
583,fog city diner,1300 battery st.,san francisco,415/982-2000,american,7.0,7.0,2019-04-12,2021-06-04
584,garden court,market and new montgomery sts.,san francisco,415/546-5011,old san francisco,3.1,14.0,,2012-07-08
585,gaylord's,ghirardelli sq.,san francisco,415/771-8822,asian,3.5,4.0,,2021-11-17
586,grand cafe hotel monaco,501 geary st.,san francisco,415/292-0101,american,4.4,92.0,2014-01-15,2017-01-07
587,greens,bldg. a fort mason,san francisco,415/771-6222,vegetarian,3.9,76.0,2018-07-10,2020-02-13
588,harbor village,4 embarcadero center,san francisco,415/781-8833,asian,3.9,26.0,2019-08-27,2021-12-21
589,harris',2100 van ness ave.,san francisco,415/673-1888,steak houses,2.9,65.0,2013-01-02,2013-06-21
590,harry denton's,161 steuart st.,san francisco,415/882-1333,american,7.0,,2013-02-10,2014-09-04
591,hayes street grill,320 hayes st.,san francisco,415/863-5545,seafood,4.1,11.0,2010-09-18,2015-08-08
592,helmand,430 broadway,san francisco,415/362-0641,greek and middle eastern,3.9,29.0,2017-04-06,2022-03-20
593,hong kong flower lounge,5322 geary blvd.,,415/668-8998,asian,4.4,7.0,2019-04-16,2021-10-04
594,hong kong villa,2332 clement st.,san francisco,415/752-8833,asian,,1.0,,2019-08-15
595,hyde street bistro,1521 hyde st.,san francisco,415/441-7778,italian,,10.0,,2014-06-23
596,il fornaio levi's plaza,1265 battery st.,san francisco,,italian,4.7,60.0,2013-10-19,2014-07-01
597,izzy's steak & chop house,3345 steiner st.,san francisco,415/563-0487,steak houses,4.3,48.0,2014-11-01,
598,jack's,615 sacramento st.,san francisco,415/986-9854,old san francisco,4.4,32.0,2020-12-29,2023-02-12
599,kabuto sushi,5116 geary blvd.,san francisco,415/752-5652,asian,4.7,53.0,2011-06-28,
600,katia's,600 5th ave.,san francisco,415/668-9292,,5.0,113.0,2014-02-13,2017-05-22
601,kuleto's,221 powell st.,,415/397-7720,italian,4.8,50.0,2017-08-28,2019-04-02
602,kyo-ya. sheraton palace hotel,2 new montgomery st.  at market st.,san francisco,415/546-5000,,4.7,,2012-11-03,2016-07-11
603,l'osteria del forno,519 columbus ave.,san francisco,415/982-1124,italian,4.9,-10.0,2020-08-13,2023-02-28
604,le central,453 bush st.,san francisco,415/391-2233,french,4.5,3.0,2020-11-29,
605,le soleil,133 clement st.,san francisco,415/668-4848,asian,4.6,32.0,2014-07-25,2016-02-09
606,macarthur park,607 front st.,san francisco,415/398-5700,,4.4,117.0,2018-12-14,2022-09-13
607,manora,3226 mission st.,san francisco,415/861-6224,asian,4.6,55.0,2019-01-27,2020-05-18
608,maykadeh,470 green st.,san francisco,415/362-8286,greek and middle eastern,4.4,273.0,,2018-11-15
609,mccormick & kuleto's,ghirardelli sq.,san francisco,415/929-1730,seafood,3.6,60.0,2012-03-28,2016-08-26
610,millennium,246 mcallister st.,san francisco,415/487-9800,vegetarian,3.8,98.0,2010-08-06,2012-04-22
611,moose's,1652 stockton st.,san francisco,415/989-7800,mediterranean,3.9,108.0,2014-03-02,2017-05-25
612,north india,3131 webster st.,san francisco,415/931-1556,asian,3.7,46.0,2011-07-30,2015-03-06
613,one market,1 market st.,san francisco,415/777-5577,american,4.5,39.0,,2017-09-16
614,oritalia,1915 fillmore st.,san francisco,415/346-1333,italian,4.6,60.0,2017-08-29,2020-10-25
615,pacific pan pacific hotel,500 post st.,san francisco,415/929-2087,french,3.8,106.0,,2020-08-16
616,palio d'asti,640 sacramento st.,san francisco,415/395-9800,italian,4.0,83.0,2012-07-06,2016-09-15
617,pane e vino,3011 steiner st.,san francisco,415/346-2111,italian,4.9,79.0,2010-03-19,2014-12-06
618,pastis,1015 battery st.,san francisco,415/391-2555,french,3.6,11.0,2012-09-15,2013-01-07
619,perry's,1944 union st.,san francisco,415/922-9022,american,4.4,31.0,2015-06-17,2019-03-12
620,r&g lounge,631 b kearny st.,san francisco,415/982-7877,or 415/982-3811 asian,3.6,,2019-05-08,2020-04-15
621,rubicon,558 sacramento st.,san francisco,415/434-4100,american,4.0,39.0,2014-05-20,2018-11-04
622,rumpus,1 tillman pl.,san francisco,415/421-2300,american,4.0,152.0,2013-06-07,2013-10-02
623,sanppo,1702 post st.,san francisco,415/346-3486,asian,4.5,4.0,2016-08-13,2017-11-28
624,scala's bistro,432 powell st.,san francisco,415/395-8555,italian,3.9,22.0,2010-11-10,2011-11-19
625,south park cafe,108 south park,san francisco,415/495-7275,french,3.9,3.0,2015-10-03,2012-09-15
626,splendido embarcadero,4,san francisco,415/986-3222,mediterranean,,21.0,2010-06-09,
627,stars,150 redwood alley,san francisco,415/861-7827,american,4.3,1.0,2016-04-22,2016-06-21
628,stars cafe,500 van ness ave.,san francisco,415/861-4344,american,4.0,246.0,2015-04-27,2017-11-17
629,stoyanof's cafe,1240 9th ave.,san francisco,415/664-3664,greek and middle eastern,4.3,60.0,,2021-11-06
630,straits cafe,3300 geary blvd.,san francisco,415/668-1783,asian,4.6,52.0,2017-05-28,2020-01-31
631,suppenkuche,601 hayes st.,san francisco,415/252-9289,russian/german,4.0,54.0,2014-09-28,
632,tadich grill,240 california st.,san francisco,415/391-2373,seafood,4.4,24.0,2020-06-05,2023-09-28
633,the heights,3235 sacramento st.,san francisco,415/474-8890,french,4.8,12.0,2021-01-07,2023-10-24
634,thepin,298 gough st.,san francisco,415/863-9335,asian,4.2,65.0,2011-05-01,2013-04-20
635,ton kiang,3148 geary blvd.,san francisco,415/752-4440,asian,4.6,9.0,2021-01-15,2024-01-06
636,vertigo,600 montgomery st.,san francisco,415/433-7250,mediterranean,,3.0,2012-05-12,2012-06-16
637,vivande porta via,2125 fillmore st.,san francisco,415/346-4430,italian,4.9,26.0,2012-12-24,2014-04-06
638,vivande ristorante,670 golden gate ave.,san francisco,415/673-9245,italian,3.8,56.0,2016-05-11,2019-10-02
639,world wrapps,2257 chestnut st.,,415/563-9727,american,4.5,6.0,2010-05-09,2012-02-11
640,wu kong,101 spear st.,san francisco,415/957-9300,asian,4.8,111.0,2014-05-15,2014-09-19
641,yank sing,427 battery st.,san francisco,415/541-4949,asian,4.2,50.0,2012-05-02,2013-01-10
642,yaya cuisine,1220 9th ave.,san francisco,415/566-6966,greek and middle eastern,4.3,161.0,2015-10-16,2020-02-16
643,yoyo tsumami bistro,1611 post st.,san francisco,415/922-7788,french,4.7,3.0,2019-10-11,2021-06-23
644,zarzuela,2000 hyde st.,san francisco,415/346-0800,mexican/latin american/spanish,4.2,1.0,2021-02-02,2021-04-13
645,zuni cafe & grill,1658 market st.,san francisco,415/552-2522,mediterranean,3.9,18.0,,2016-03-18
646,apple pan  the,10801 w. pico blvd.,west la,310-475-3585,american,4.3,2.0,2016-07-16,
647,asahi ramen,,west la,310-479-2231,noodle shops,4.4,97.0,2015-09-11,2017-12-29
648,baja fresh,3345 kimber dr.,westlake village,805-498-4049,mexican,3.9,79.0,2014-12-25,2019-06-18
649,belvedere  the,9882 little santa monica blvd.,beverly hills,310-788-2306,pacific new wave,3.9,32.0,2017-08-05,2019-03-21
650,benita's frites,1433 third st. promenade,santa monica,310-458-2889,fast food,4.7,12.0,2021-11-15,
651,bernard's,515 s. olive st.,los angeles,213-612-1580,continental,4.8,,2014-11-12,2018-08-10
652,bistro 45,45 s. mentor ave.,pasadena,818-795-2478,californian,4.6,,2010-10-13,2013-11-08
653,brent's deli,19565 parthenia ave.,northridge,818-886-5679,delis,3.6,96.0,2020-12-28,2022-02-04
654,brighton coffee shop,9600 brighton way,beverly hills,310-276-7732,coffee shops,4.7,13.0,2021-03-09,2024-08-13
655,bristol farms market cafe,1570 rosecrans ave. s.,pasadena,310-643-5229,californian,4.4,82.0,2013-11-13,2017-08-08
656,bruno's,3838 centinela ave.,mar vista,310-397-5703,italian,4.5,70.0,2016-01-08,2016-09-13
657,cafe '50s,838 lincoln blvd.,venice,,american,4.0,34.0,2020-05-08,2021-03-30
658,cafe blanc,9777 little santa monica blvd.,beverly hills,310-888-0108,pacific new wave,4.6,3.0,2016-01-17,
659,cassell's,3266 w. sixth st.,la,213-480-8668,hamburgers,4.2,7.0,2015-10-11,2016-06-10
660,chez melange,1716 pch,redondo beach,310-540-1222,eclectic,4.1,7.0,2021-01-23,2025-06-21
661,diaghilev,1020 n. san vicente blvd.,w. hollywood,310-854-1111,russian,2.9,47.0,,2020-07-25
662,,1136 westwood blvd.,westwood,310-209-1422,italian,4.3,116.0,2016-02-02,2020-12-15
663,duke's,8909 sunset blvd.,w. hollywood,310-652-3100,coffee shops,4.6,65.0,2011-12-09,2015-04-27
664,falafel king,1059 broxton ave.,westwood,310-208-4444,middle eastern,4.6,16.0,2017-07-09,2015-04-06
665,feast from the east,1949 westwood blvd.,west la,310-475-0400,chinese,3.8,57.0,2018-02-12,2019-07-08
666,gumbo pot  the,6333 w. third st.,la,213-933-0358,cajun/creole,-0.5,69.0,2013-04-09,2015-01-17
667,hollywood hills coffee shop,6145 franklin ave.,hollywood,213-467-7678,coffee shops,4.4,243.0,2016-06-12,2020-03-16
668,indo cafe,10428 1/2 national blvd.,la,310-815-1290,indonesian,4.1,3.0,2017-11-27,2021-09-09
669,jan's family restaurant,8424 beverly blvd.,la,213-651-2866,coffee shops,4.5,50.0,2011-01-08,
670,jiraffe,502 santa monica blvd,santa monica,310-917-6671,californian,4.0,133.0,2016-11-01,2019-08-02
671,jody maroni's sausage kingdom,2011 ocean front walk,venice,310-306-1995,hot dogs,,3.0,2018-11-07,2023-10-24
672,joe's,1023 abbot kinney blvd.,venice,310-399-5811,american (new),4.2,18.0,2012-07-28,2013-12-01
673,john o'groats,10516 w. pico blvd.,west la,310-204-0692,coffee shops,4.4,58.0,2016-07-31,
674,johnnie's pastrami,4017 s. sepulveda blvd.,culver city,310-397-6654,delis,4.6,30.0,2018-07-07,2019-06-11
675,johnny reb's southern smokehouse,4663 long beach blvd.,long beach,310-423-7327,southern/soul,4.6,42.0,2010-07-14,2014-09-18
676,johnny rockets (la),7507 melrose ave.,la,213-651-3361,american,3.3,41.0,2017-09-24,2018-08-25
677,killer shrimp,4000 colfax ave.,studio city,818-508-1570,seafood,4.8,68.0,,2014-08-30
678,kokomo cafe,6333 w. third st.,la,213-933-0773,american,,26.0,2014-10-08,2017-02-08
679,koo koo roo,8393 w. beverly blvd.,la,213-655-9045,chicken,3.2,73.0,2017-10-11,2019-09-06
680,la cachette,10506 little santa monica blvd.,century city,310-470-4992,french (new),4.5,91.0,2010-01-20,2010-12-21
681,la salsa (la),22800 pch,malibu,310-456-6299,mexican,4.7,54.0,2010-03-15,2013-06-07
682,la serenata de garibaldi,1842 e. first,st. boyle hts.,213-265-2887,mexican/tex-mex,4.2,22.0,2015-05-12,2015-07-16
683,langer's,704 s. alvarado st.,la,213-483-8050,delis,4.3,129.0,2021-05-25,2026-04-24
684,local nochol,,westlake village,818-706-7706,health food,4.3,2.0,2010-01-27,
685,main course  the,10509 w. pico blvd.,rancho park,310-475-7564,american,3.0,41.0,2019-06-20,2021-03-10
686,mani's bakery & espresso bar,519 s. fairfax ave.,la,213-938-8800,desserts,,83.0,2010-11-25,2015-07-21
687,martha's,22nd street grill 25 22nd,st. hermosa beach,310-376-7786,american,4.1,29.0,2015-11-13,
688,maxwell's cafe,13329 washington blvd.,marina del rey,310-306-7829,american,3.8,24.0,2015-03-03,2015-08-10
689,michael's (los angeles),1147 third st.,santa monica,310-451-0843,californian,,8.0,2015-08-14,2019-05-10
690,mishima,8474 w. third st.,la,213-782-0181,noodle shops,4.7,35.0,2010-12-26,2011-06-05
691,mo better meatty meat,7261 melrose ave.,la,213-935-5280,hamburgers,4.3,161.0,2019-01-16,2023-07-18
692,mulberry st.,17040 ventura blvd.,encino,818-906-8881,pizza,4.5,,,2015-08-10
693,ocean park cafe,3117 ocean park blvd.,santa monica,310-452-5728,american,4.8,4.0,2019-04-03,2023-08-10
694,ocean star,145 n. atlantic blvd.,,818-308-2128,seafood,4.4,138.0,2017-11-13,2019-02-25
695,original pantry bakery,875 s. figueroa st. downtown,la,213-627-6879,diners,4.4,305.0,2016-08-13,2017-05-23
696,parkway grill,510 s. arroyo pkwy.,pasadena,818-795-1001,californian,,57.0,2013-09-14,2018-07-08
697,pho hoa,642 broadway,chinatown,213-626-5530,vietnamese,4.5,298.0,2017-10-29,2021-08-27
698,pink's famous chili dogs,709 n. la brea ave.,la,213-931-4223,hot dogs,4.5,47.0,2021-12-21,2026-07-13
699,poquito mas,2635 w. olive ave.,burbank,818-563-2252,mexican,3.6,49.0,2021-01-29,
700,r-23,923 e. third st.,los angeles,213-687-7178,japanese,4.0,78.0,,2023-01-25
701,rae's,2901 pico blvd.,santa monica,310-828-7937,diners,4.5,226.0,2012-08-20,2015-07-22
702,rubin's red hots,15322 ventura blvd.,encino,818-905-6515,hot dogs,4.5,,2017-01-09,
703,ruby's (la),45 s. fair oaks ave.,pasadena,818-796-7829,diners,3.7,,2014-10-10,2016-01-18
704,russell's burgers,1198 pch,seal beach,310-596-9556,hamburgers,4.3,,2021-08-09,2023-07-13
705,ruth's chris steak house (los angeles),224 s. beverly dr.,beverly hills,310-859-8744,steakhouses,4.1,152.0,2021-05-27,2024-06-22
706,shiro,1505 mission st. s.,pasadena,818-799-4774,pacific new wave,3.6,135.0,2020-06-01,2020-09-06
707,sushi nozawa,11288 ventura blvd.,studio city,818-508-7017,japanese,4.8,72.0,2011-12-15,2013-09-08
708,sweet lady jane,8360 melrose ave.,la,213-653-7145,desserts,,72.0,2013-10-29,2015-05-07
709,taiko,11677 san vicente blvd.,brentwood,310-207-7782,noodle shops,3.8,47.0,,2018-12-18
710,tommy's,2575 beverly blvd.,la,213-389-9060,hamburgers,4.8,5.0,2018-12-30,2019-09-06
711,uncle bill's pancake house,1305 highland ave.,manhattan beach,,diners,3.6,26.0,2014-03-16,2016-09-20
712,water grill,544 s. grand ave.,los angeles,213-891-0900,seafood,4.4,83.0,2011-08-23,2012-03-23
713,zankou chicken,1415 e. colorado st.,glendale,818-244-1937,middle eastern,4.5,28.0,2011-08-24,2013-06-03
714,afghan kebab house,764 ninth ave.,new york city,212-307-1612,afghan,3.7,20.0,2018-03-20,2021-01-19
715,arcadia,21 e. 62nd st.,new york city,212-223-2900,american (new),4.9,1.0,2015-06-14,2019-10-29
716,benny's burritos,93 ave. a,,212-254-2054,mexican,4.3,99.0,2016-06-17,
717,cafe con leche,424 amsterdam ave.,new york city,212-595-7000,cuban,4.9,47.0,2019-10-14,2022-01-01
718,corner bistro,331 w. fourth st.,new york city,212-242-9502,hamburgers,3.9,29.0,2010-03-15,
719,cucina della fontana,368 bleecker st.,new york city,212-242-0636,italian,4.0,66.0,2019-01-21,2021-03-30
720,cucina di pesce,87 e. fourth st.,new york city,212-260-6800,seafood,,11.0,2013-04-16,2015-09-25
721,darbar,44 w. 56th st.,new york city,212-432-7227,indian,4.5,126.0,2021-03-05,2025-03-08
722,ej's luncheonette,432 sixth ave.,new york city,212-473-5555,diners,4.6,50.0,2021-06-19,2023-09-20
723,edison cafe,228 w. 47th st.,new york city,212-840-5000,diners,3.9,121.0,2016-01-10,2020-09-14
724,elias corner,24-02 31st st.,queens,718-932-1510,greek,4.8,1.0,2013-10-16,2014-07-20
725,good enough to eat,483 amsterdam ave.,new york city,212-496-0163,american,4.1,,2012-10-19,
726,gray's papaya,2090 broadway,new york city,212-799-0243,hot dogs,4.0,7.0,2012-03-06,2012-04-12
727,il mulino,86 w. third st.,new york city,212-673-3783,italian,,,2021-12-28,
728,jackson diner,37-03 74th st.,queens,718-672-1232,indian,3.9,74.0,2012-04-01,2013-04-12
729,joe's shanghai,9 pell st.,queens,718-539-3838,chinese,4.4,7.0,2015-05-12,2015-11-22
730,john's pizzeria,48 w. 65th st.,new york city,212-721-7001,pizza,3.6,185.0,2015-10-02,2016-12-28
731,kelley & ping,127 greene st.,new york city,212-228-1212,pan-asian,4.5,58.0,,2023-01-09
732,kiev,117 second ave.,new york city,212-674-4040,ukrainian,4.0,93.0,2020-02-11,2024-02-16
733,kuruma zushi,2nd fl.,new york city,212-317-2802,japanese,2.4,-19.0,2016-09-11,
734,la caridad,2199 broadway,new york city,212-874-2780,cuban,,26.0,2019-02-05,2023-09-05
735,la grenouille,3 e. 52nd st.,new york city,212-752-1495,french (classic),4.1,73.0,2016-10-19,
736,lemongrass grill,61a seventh ave.,brooklyn,718-399-7100,thai,3.8,5.0,2015-03-30,2017-04-26
737,lombardi's,32 spring st.,new york city,212-941-7994,pizza,,3.0,2011-11-23,2013-08-02
738,marnie's noodle shop,466 hudson st.,new york city,212-741-3214,asian,3.3,40.0,,2014-07-30
739,menchanko-tei,39 w. 55th st.,new york city,212-247-1585,japanese,4.8,63.0,2015-03-11,2019-01-04
740,mitali east-west,296 bleecker st.,,212-989-1367,indian,4.3,,2010-07-21,2014-02-18
741,monsoon (ny),435 amsterdam ave.,new york city,212-580-8686,thai,3.7,119.0,2013-10-18,2016-10-18
742,moustache,405 atlantic ave.,brooklyn,718-852-5555,middle eastern,4.5,101.0,2015-07-21,2018-09-18
743,nobu,105 hudson st.,new york city,212-219-0500,japanese,4.6,53.0,2015-09-03,2019-04-30
744,one if by land  tibs,17 barrow st.,new york city,212-228-0822,continental,4.2,39.0,2019-10-12,
745,oyster bar,lower level,new york city,212-490-6650,seafood,4.7,29.0,2023-08-22,2021-08-12
746,palm,837 second ave.,new york city,212-687-2953,steakhouses,3.9,0.0,,2019-05-15
747,palm too,840 second ave.,new york city,212-697-5198,steakhouses,3.9,69.0,2010-12-15,2014-06-30
748,,19 old fulton st.,brooklyn,718-858-4300,pizza,4.8,116.0,2014-11-26,2017-02-18
749,peter luger steak house,178 broadway,brooklyn,718-387-7400,steakhouses,4.7,89.0,,2021-12-21
750,rose of india,308 e. sixth st.,new york city,,indian,4.9,25.0,2017-02-19,2019-12-29
751,sam's noodle shop,411 third ave.,new york city,212-213-2288,chinese,3.6,38.0,2015-06-30,2016-12-02
752,sarabeth's,1295 madison ave.,new york city,,,4.6,28.0,2015-03-28,2015-12-31
753,sparks steak house,210 e. 46th st.,new york city,212-687-4855,steakhouses,4.5,,2014-11-15,2019-09-26
754,stick to your ribs,5-16 51st ave.,queens,718-937-3030,bbq,3.8,48.0,2016-12-12,2018-06-21
755,sushisay,38 e. 51st st.,new york city,212-755-1780,japanese,4.1,,2012-02-23,2012-10-06
756,sylvia's,328 lenox ave.,new york city,212-996-0660,southern/soul,3.7,17.0,2016-03-18,2017-10-18
757,szechuan hunan cottage,1588 york ave.,new york city,212-535-5223,chinese,4.2,7.0,2012-06-21,2016-12-26
758,szechuan kitchen,1460 first ave.,new york city,212-249-4615,chinese,4.4,,2018-03-04,
759,teresa's,80 montague st.,queens,718-520-2910,polish,,22.0,2020-05-18,2025-04-23
760,thai house cafe,151 hudson st.,new york city,212-334-1085,thai,4.4,33.0,2016-02-04,2018-06-10
761,thailand restaurant,106 bayard st.,new york city,212-349-3132,thai,3.7,30.0,2014-08-26,2018-12-19
762,veselka,144 second ave.,new york city,212-228-9682,ukrainian,4.1,2.0,2021-04-15,2024-07-30
