ingredients_text,countries_en
"Potatoes, milk, butter (sweet cream, salt, annato color), margarine (vegetable oil blend [liquid soybean oil, partially hydrogenated soybean oil], artificial color, water, salt, whey [milk], soy lecithin, vegetable mono and diglycerides, sodium benzoate [to protect quality], artificial flavor, citric acid, vitamin a palmitate), salt, potassium sorbate to protect flavor, disodium pyrophosphate to maintain color, water, spice.",United States
"Caramel coating (sugar, palm kernel oil, nonfat dry milk powder, whole milk powder, cocoa powder, natural flavor, soy lecithin, paprika extract (color), salt), pretzel (corn starch, potato starch, white rice flour, soluble corn fiber, palm oil, salt, sugar, cellulose gum, soy lecithin, baking soda, yeast extract, sodium acid pyrophosphate, citric acid), sea salt.",United States
"_Lait_ écrémé pasteurisé, _ferments lactiques_.",France
"Pâtes collerettes 48.9% (eau, semoule de _blé_ dur, _oeufs_, curcuma), eau, _viande de boeuf 7.4%, _crème_ fraîche, crème de riz, farine de _blé_, huile de colza, _emmental_, échalotes, chapelure (farine de _blé_, eau, sel, levure), sel, trompettes réhydratées 0.6%, extrait de malt d'_orge_, poivre noir 0.17%, poudre de jaune d'_oeuf_, caramel (sucre, eau).  ",France
"Water, organic juice from (organic apples and organic lemons), organic apple cider vinegar, organic turmeric, organic cinnamon, organic cayenne extract.",United States
jus de pomme,France
"Turnip greens, diced turnips, water, sugar, salt, minced onion, hydrolyzed corn protein, sodium diacetate, spices, artificial flavor (natural smoke flavor, caramel color, spice extractives), autolyzed yeast extract, maltodextrin, disodium inosinate.",United States
"Dark chocolate (sugar, chocolate liquor, cocoa butter, milkfat, soy lecithin [an emulsifier], natural vanilla flavor), raisins, sugar, cocoa powder, tapioca dextrin, confectioner's glaze.",United States
"Apples [apples, calcium ascorbate (to promote freshness)], melon (may contain one or more of the following: cantaloupe, honeydew), grapes.",United States
"Wheat flour, sugar, soybean oil, vegetable shortening (partially hydrogenated soybean & cottonseed oils, mono- & diglycerides), dextrose, water, contains less than 2% of each of the following: high fructose corn syrup, cornstarch, salt, baking soda, artificial flavors, soy lecithin, monocalcium phosphate.",United States
"Tomatoes, sugar, fd&c red #4 sulfur dioxide (as a preservative).",United States
"Chickpeas, water, roasted red peppers, tahini, canola oil, olive oil, garlic, citric acid, sea salt, potassium sorbate, sodium benzoate (to maintain freshness), xanthan gum.",United States
"Citric acid, potassium and sodium citrate, natural flavor, aspartame,** magnesium oxide, contains less than 2% of: lemon juice solids, acesulfame potassium, maltodextrin, calcium silicate, gum arabic, soy lecithin, artifcial color, yellow 5.",United States
"Protein blend* [whey protein concentrate, rice protein crisp (rice protein concentrate, brown rice), milk protein concentrate, rice protein concentrate}, coating* (palm kernel oil, inulin, cane sugar, whole milk powder, whey protein, alkalized cocoa, coco",United States
"Quinoas (blanc et rouge) (55%), blé dur précuit (gluten) (15%), semoule de blé dur précuite (gluten) (14%), pépites de lupin, huiles (tournesol et olive), maltodextrine, poivrons rouges déshydratés, plantes aromatiques, sel, arômes naturels (lait), épices (moutarde) (0,6%), fécule, poudre de légumes, sucre.",France
"Enriched macaroni product [semolina and durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], maltodextrin (corn, potato), corn starch, whey protein concentrate (milk), salt, onion powder, sugar, disodium guanylate, disodium inosinate, potassium chloride, hydrolyzed soy protein, natural flavor, high oleic sunflower oil, soybean oil, spices and herbs, skim milk powder, extract of turmeric (for color).",United States
"Tomato puree (water, tomato paste, citric acid), sugar, soybean oil, salt, dried onions, extra virgin olive oil, imported pecorino romano cheese (sheep's milk, cheese cultures, salt, enzymes), spices, dried garlic.",United States
"Popcorn, vegetable oil (safflower, sunflower, and/or canola oil), maltodextrin, salt, sugar, spices (chili pepper, red chili, cayenne pepper), red bell pepper, garlic powder, paprika, vinegar, dried red pepper sauce (aged red pepper, vinegar,s alt), natur",United States
_Soja_ texturé issus de l'Agriculture Biologique.,France
"pois chiches, eau, sel de cuisine.",Switzerland
"Sweet bell peppers, water, vinegar, soybean oil, olive oil, salt, calcium chloride, spices, 1/10 of 1% benzoate of soda (preservative), sodium bisulphite (maintains colors) fd&c yellow #5.",United States
"Harina de trigo sarraceno*, azucar de caña integral* (&lt;2%), sal marina. * procedente de la agricultura biologica","France,Spain"
"Semolina (wheat), durum wheat flour, niacin, iron (ferrous lactate), thiamine, riboflavin, folic acid.",United States
"Cane sugar, water, natural flavor, glycerin, malic acid, stevia extract (sweetener), sodium citrate, less than 2% potassium citrate, salt.",United States
"Eau, lentilles réhydratées 30%, saucisses fumées 20% (viande de porc, eau, viande de dinde, gras et couenne de porc, pièces de tête de porc, plasma de porc, sel, arômes naturels, stabilisant : triphosphates, gélifiants : gomme guar, gomme xanthane, carraghénanes, piment, coriandre en poudre, sirop de glucose, sucre, conservateur : nitrite de sodium), carottes 2.5%, concentré de tomates, arômes (contient _blé_), oignons grelots 0.4%, amidon modifié de maïs, oignon en poudre, sucre",France
Spinach.,United States
"Cheddar cheese sauce [water, cheese (pasteurized milk, cheese cultures, salt, enzymes, annatto color), whole milk, corn starch/wheat flour, butter (pasteurized sweet cream, salt), salt], organic macaroni (organic durum wheat flour), breadcrumbs (wheat flo",United States
"Bouillon (soy), vegetable 5.7% (leek, carrot, tomato, onion), vermicelli 1.7% (wheat flour, egg white), salt, starch, hydrogenated vegetable oil herbs (celery, chives, parsley, chervil, lovage, celery seed), flavor enhancers (monosodium glutamate, disodiu",United States
"Durum semolina, niacin, ferrous sulfate (iron), thiamine mononitrate, riboflavin, folic acid.",United States
"Pepperoncini, water, vinegar, salt, fd&c yellow#5, sodium bisulfite and 1/10 of 1% sodium benzoate.",United States
"lait écrémé, sucre, lactose et minéraux du lait, chocolat au lait 8% (sucre, pâte de cacao, lait entier en poudre, beurre de en poudre), crème (contient lait), cacao en poudre, gélatine bovine, épaississants : alginate de sodium, carraghénanes ; émulsifiant: esters lactiques des mono et diglycérides d'acides gras, protéines de lait Peut contenir des traces de soja.",France
"_Peanuts_, Contains 1% or Less of Salt.",United States
"Vin désalcoolisé, moût de raisin, dioxyde de carbone, conservateur : E220.",France
"Organic vegetable stock (water, organic vegetable stock flavor [organic carrot, organic onion, organic celery, sea salt]), contains less than 2% of: organic pear juice concentrate, organic cane sugar, organic carrot juice concentrate, natural flavor, orga",United States
"Foie gras de canard 78%, eau, sel, piment d'Espelette 0,38%, poivre.",France
"Light tuna, water, vegetable broth (contains soy), salt.",United States
"Légumes : 53 % (pomme de terre, carotte, oignon, tomate , haricot blanc, petit pois, CÉLERI, poireau), graisse de palme, farine de BLÉ, sel, sucre, sirop de glucose, protéines végétales hydrolysées, chlorure de potassium, protéines de LAIT, fécule de pomme de terre, arômes (dont (CÉLERI), extrait de levure, curcuma.",France
"agua, chiles secos, sal yodada, ácido acético, ácido cítrico, goma de xantato, benzoato de sodio (como conservador), sorbato de potasio y eritorbato de sodio.",Mexico
"Ny cheddar cheese (cultured milk, enzymes, salt, annatto), water, almonds, whey, milk fat, onion powder, guar gum and/or locust bean gum, potassium sorbate, salt, disodium phosphate, annatto, onion flakes.",United States
"Sugar, almonds, tapioca dextrin, corn syrup, starch solution (modified starch, sugar, vegetable oil - coconut origin), natural & artificial flavors, artificial color (titanium dioxide), confectioners glaze (with beeswax & carnauba wax)",United States
"Agua, base de avena (25%) (agua, _avena_ (10%)), azúcar, aceite de girasol, inulina, maltodextrina, calcio (fosfato tricálcico), sal, reguladores de acidez (fosfato monopotásico), estabilizadores (goma gellan), emulsionante (lecitina de girasol), vitaminas (riboflavina (B2) y B12).",Spain
Sea salt with natural minerals,United States
"Pork, water, pasteurized process mozzarella cheddar cheese [low moisture part-skim mozzarella cheese (pasteurized milk, cheese cultures, salt, enzymes), cheddar cheese (pasteurized milk, cheese culture, salt, enzymes), cream, water, sodium phosphate, cont",United States
"Flour (wheat), corn peanuts, vegetable oil, sesame seeds, cheddar cheese (milk), salt, malt, yeast (wheat), sodium bicarbonate, sugar, whey (milk), citric acid, spices, beet powder, artificial color (contains fd&c yellow#5) and turmeric",United States
"High fructose corn syrup, corn syrup, hydrogenated coconut oil, water, sugar, nonfat dry milk, cocoa (processed with alkali), food starch-modified, salt, disodium phosphate, potassium sorbate (preservative), sodium benzoate (preservative), vanillin (artificial flavor), soy lecithin.",United States
"Chicken breast patty: chicken breast with rib meat, water, sodium phosphate, salt. breaded with: wheat flour, salt, spices and spice extractives including paprika and extractives of paprika, sweet dairy whey, soybean oil, dextrose, dehydrated garlic, leav",United States
"Veggie straws (potato starch, potato flour, corn starch, tomato paste, spinach powder, salt, potassium chloride, sugar, beetroot powder [color], turmeric, canola oil and/or safflower oil and/or sunflower oil, sea salt).",United States
"Cured with: water, salt, sugar, sodium phosphates, sodium erythorbate, sodium nitrite.",United States
"Purée et pulpe de tomates (France) 71.1 %, viande bovine cuite (France) 14 % (soit 20 % équivalent viande crue), oignons 5 %, carottes 4 %, huile de tournesol, sucre, sel, amidon transformé de maïs, vin blanc, épices et plantes aromatiques (dont ail 0.06 %, _céleri_-feuille), acidifiant :  acide lactique.",France
"Water, sugar. food starch-modified (corn), natural flavors. ascorbic acid (to maintain color). citric acid. red 40.",United States
"Cultured skim milk, whey protein concentrate, cream, skim milk, contains 2% or less of salt, guar gum, mono and diglycerides, carob bean gum, xanthan gum, natural flavors, potassium sorbate and carbon dioxide (preservatives), carrageenan, polysorbate 80, enzymes.",United States
"Mélange de légumes 100% (chou-fleur, carotte baby, graines de maïs, rosettes de brocolis, pois mange-tout)",Switzerland
"Huile de colza, eau, jaune d'oeuf de poules élevées en plein air 5%, moutarde de Dijon 5% (eau, graines de moutarde, vinaigre d'alcool, sel, acidifiant : acide citrique) vinaigre de vin blanc, moutarde à l'ancienne 2,7% (eau, graines de moutarde, vinaigre d'alcool, vinaigre de vin blanc, sel sucre, acidifiant : acide citrique), amidon de maïs, sel, extrait de carthame, _jus de citron concentré, arôme naturel de paprika",France
_Lait_ demi-écrémé stérilisé U.H.T.,Belgium
"Purified water, vitamin b1, vitamin b12, vitamin d3.",United States
Honey,United States
"Granola (whole grain oats, sugar, palm kernel and soybeans oils, corn syrup, coconut, honey, molasses, soy lecithin, salt, corn starch, peanuts, almonds, soy flour, egg whites), corn syrup, roasted almonds, sugar, crisp rice (rice flour, sugar, whey, salt, barley malt, wheat flour, dextrose), palm and palm kernel oil, palm kernel and soybeans oils, water, nonfat dry milk, sorbitol, cocoa, salt, soy lecithin, corn starch, carrageenan, mono-and diglycerides, vanillin.",United States
"Oranges, cranberries, cane sugar, orange juice, water, pectin, lemon juice.",United States
"Milk chocolate [sugar, cocoa butter, whole milk, chocolate liquor, lactose, soy lecithin (an emulsifier), vanillin (an artificial flavor]) pretzels [soft red wheat flour, corn syrup, salt, baking soda, yeast].",United States
"Sugar, egg whites, defatted cocoa powder (processed with alkali), spices, natural flavor.",United States
"Durum whole wheat flour, semolina, durum wheat flour, oat fiber.",United States
"_Lait_ pasteurisé de vache, sel, cumin 0,5 %, ferments (contient _lait_), enzyme coagulante, colorant (croûte) : rocou, conservateur (croûte) : natamycine.",France
"Peaches, ascorbic acid and citric acid added to retard oxidation.",United States
"Water, soybeans oil, distilled vinegar, blue cheese chunks [water, aged blue cheese (milk, cheese salt, enzymes), palm oil, sodium and calcium casenates, salt, lactic acid, cellulose gum, sodium phosphate, potassium sorbate (preservative), xanthan gum and",United States
"Sucre, pâte de cacao, sirop de glucose, cacao maigre, matière grasse de lait anhydre, émulsifiant : lécithine de tournesol, stabilisant : invertase, huile essentiel de menthe, acidifiant : acide citrique.",France
"@@ TEXAS BARBECUE SAUCE FLAVOUR SAVOURY INGREDiEt[TS: Dehydrated potatce;, Wheat starch, corn flour, barbecue sascniag (sugar, rusk {vheat}, flavourings, flavour enhancers (monosodium glutamate, diso$!um guarjlaÈ, disot$e,um inosina!e), tcmzto cn.:on gaffc colour {paprika extract), acids (citric acid, ecid), smoke flavoulings$ yeast extract), (E471), salt, co!cur Best before: see botton in a prctective atmosphere.",France
"Heavy cream, milk, contains less than 0.5% of: mono and diglycerides, polysorbate 80, carrageenan",United States
"Tomatoes with juice, water, chopped green chili peppers, salt, calcium chloride, citric acid, natural flavors, spices",United States
"Margarine (interesterified soybean oil, hydrogenated cottonseed oil, water, salt, mono- and diglycerides, soy lecithin, sodium benzoate as preservative, artificial flavor, beta carotene as color, vitamin a palmitate), brown sugar, raisins, rolled oats, sugar, rice flour, rice starch, eggs, food starch-modified, water, invert sugar, molasses, brown rice flour, salt, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate), spice, natural flavors, maltodextrin, corn starch, glycerin, arabic gum, annatto (as color), turmeric (as color).",United States
"_almendra_, azúcar, agua, edulcorante (E420ii), _oblea_ y conservador (E-202). Contiene _frutos secos_, _gluten_ y _soja_.",Spain
"tomates 99%, sel. ",France
"Pepinillos, vinagre de vino y sal. Calibre: Grande.",Spain
"Tagliatelles cuites 37.5% (eau, semoule de _blé_ dur), eau, préparation à base de chair de colin d'Alaska 15.3% [chair de _colin_ d'Alaska 5.8%, eau, amidon de _blé_ et fécule de pomme de terre, _lait_ écrémé réhydraté, huile de colza, sucre, sel, arôme (_crustacés, mollusques, poissons_)], crevettes 6.4% (_crevettes_, sel), _crème_ fraîche 6%, carottes 3.3%, amidons de riz, vin blanc, huile de colza, courgettes 1.6%, concentré de tomates, _beurre_, vermouth Noilly Prat (_lait_), échalotes, arôme naturel (_poisson_, _lait_), ciboulette, gélatine de _poisson_, sel, jus de citron, paprika, poivre, piment. ",France
"Filtered water, concentrated apple juice, sugar, concentrated white grape juice, concentrated passion fruit juice, citric acid and natural flavor.",United States
"Mandarin oranges, water, sugar, citric acid.",United States
"Pasteurized goat milk, cranberry (sweetened), powdered cellulose, salt, cheese cultures, vegetal rennet, natamycin (natural yeast & mold inhibitor).",United States
"Water, mandarin juice from concentrate, sugar, orange juice from concentrate, clementine juice from concentrate, carbon dioxide, natural flavors, citric acid, black carrot (for color).",United States
"Potatoes, safflower and/or sunflower and/or canola oil, sea salt.","France,United States"
"Yellowfin tuna, water, carrots, onion, jalapeno pepper, soybean oil. vegetable broth (contains soy), salt, vinegar, sodium diacetate, natural flavoring, tomato).",United States
"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), raspberry filling (water, high fructose corn syrup, sugar, raspberries, corn syrup, modified corn starch, natural flavors, cellulose gum, citric acid, potassium sorbate [preservative], salt, sodium citrate), margarine (palm oil, soybean oil, water, salt, contains less than 2% of: vegetable mono & diglycerides, soy lecithin, sodium benzoate [a preservative], citric acid, natural & artificial flavor, vitamin a palmitate added, beta carotene [color], whey, vitamin d), water, sugar, whole eggs, high fructose corn syrup, hydrated monoglyceride (water, monoglycerides), corn syrup, contains 2% or less of: yeast, salt, palm oil, microcrystalline cellulose, tapioca dextrin, sodium stearoyl lactylate, soybean oil, artificial flavor, casein, leavening (sodium bicarbonate, sodium acid pyrophosphate, monocalcium phosphate), cinnamon, agar, whey, modified corn starch, dextrose, egg whites, soy lecithin, artificial color, nonfat milk, ascorbic acid, potassium sorbate and calcium propionate(preservatives)",United States
"Tomate (170 g por 100 g de tomate frito), aceite de oliva virgen extra 3,5% (sofrito con cebolla y ajos frescos), azúcar, sal y fibra.",Spain
"Sucre, beurre de cacao, farine de _blé_, _lait_ écrémé en poudre, pâte de cacao, matière grasse végétale (palme), matière grasse de _lait_ anhydre, _petit-lait_ filtré en poudre, émulsifiant (lécithine de tournesol), arômes, sel, poudre à lever (carbonates de sodium)",France
"Dry roasted chickpeas, extra virgin olive oil, hawaiian sea salt, onion powder, garlic powder, herbs.",United States
"Water, tomato paste, brown sugar, corn syrup, molasses, vinegar, rochester sauce (distilled vinegar, corn syrup, water, salt, garlic powder, spices, tamarind, natural flavor), salt, natural smoke flavor, spice, dried onion & garlic, citric acid, paprika.",United States
"Corn syrup, yogurt flavored coating (sugar, palm kernel oil, yogurt powder [cultured whey protein concentrate, cultured skim milk, yogurt culture], nonfat dry milk solids, soy lecithin, natural flavor), whole rolled oats, rice flour, wheat flakes (wheat, salt, malt extract), canola and/or soybean oil, glycerin, sugar, almonds butter, honey, fructose, salt, molasses, dry malt extract (contains corn solids), calcium carbonate, soy lecithin, ascorbic acid, citric acid, rosemary extract, peanuts, cashews, natural flavor, color (betacarotene).",United States
"Peaches. water, corn syrup, sugar.",United States
"Cucumbers, water, salt distilled vinegar, sodium benzoate (to preserve freshness), natural flavor, yellow 5, potassium sorbate (to preserve freshness), calcium chloride.",United States
Ingredients:avocado leaves.,United States
"iuqour, Skimmed Milk Powder, Egg, 8% Butter Oil (Milk), Sugar, Dextrose, Syrup, Yeast, Salt, Flavouring, Wheat Gluten, Pea Protein, Devita/ised Î (Water, Wheat Flour), Emulsifiers: Mono- and Diglycerides of Fatty Acids, Stearoyl-2-Lactylate; Colour: Carotenes; Flour Treatment Agent'. Ascorbic Acid. &quot;alègens, including Cereals containing Gluten, see ingredients in bold. ccr.tain Nuts. Nutrition Information",France
"Canola oil, water, cane sugar, cabernet sauvignon vinegar, raspberry concentrate, lemon concentrate, salt, spices, gum (arabic, xanthan & guar), lemon oil.",United States
"Pois chiches secs trempés, eau, sel",France
"Peanuts, cashews, almonds, brazil nuts, hazelnuts, pecans, peanut and/or canola and/or cottonseed oil, sea salt.",United States
"Organic whole rolled oats, organic milled cane sugar, organic expeller pressed canola oil, organic rice flour, organic coconut, organic cornstarch, organic honey, natural flavor, salt, organic baobab fruit powder, organic barley malt syrup, organic almond",United States
"Dattes Nour 93%. eau 5%. sirop de glucose?fructosc 1.8%, anti-aggtomérant; glycérol. Peut contenir des sulfites. A conserver au frais et au sec et à l'abri de la lumière. A consommer rapidement après ouverture, A consommer de préférence avant te: voir sur le côté de la boîte Color SUN - Sentice Consommateur 16, rue Gaston Castel 13016 MARSEILLE",France
Framboises,France
"Composition Préparation de viande de dinde traitée en salaison reconstituée (58%), fourrée de sauce à la normande (22%), panée (20%) et cuite. Ingrédients (à la mise en oeuvre) : Préparation de viande de dinde 43%, sauce à la normande 22% (eau, dés de dinde traités en salaison 5% (viande de dinde 4%, eau, sel, sucr.e, arôme naturels, conservateur : nitrite de sodium, stabilisant : lactate de sodium, antioxydant : érythorbate de.sodium, gelifiant : arôme naturel gel), arômes nâüFël$fëbule de manioc, sG17ëïâSfssants : gommes de güar et de xanthane, épices), eau, farine de blé, chabëlure de blé, sel, fibres de blé, arômes naturels, levure, épices. Huile de toumesol. % exprimés sur le total de la recette. Fabriqué à partir de viaïde de dinde origine UE.",France
"Semoule de blé dur réhydratée 62%, poivrons 11%, tomates 6%, huile de colza, oignons, concombre 3%, vinaigre d'alcool, menthe douce 1%, raisins 1% (Raisin, huile de colza), persil 1%, huile d'olive vierge extra, sucre, sel, arômes naturels, épices, plantes aromatiques",France
"Cream and non fat milk, sugar, stabilizer (mono & diglycerides, guar gum, calcium sulfate, locust bean gum, carrageenan, caramel ribbon (corn syrup, sugar, water, evaporated milk, butter (cream, salt), partiallly hydrogenated soybean oil, nonfat dry milk,",United States
"Vegetable oil (soybean and/or cottonseed oil), water, vinegar, parmesan cheese (pasteurized part-skim milk, cheese cultures, salt, enzymes), sugar, salt, contains less than 2% of modified food starch, garlic juice, phosphoric acid, spice, xanthan gum, yea",United States
"tomates (42%), jus de tomate, eau, sucre, oignons, paprika (4%), vinaigre d'eau de vie, sel, amidon modifié, poudre de tomate, ail, concentré de jus de citron, piments jalapeños, acidifiant (acide acétique), antioxydant (acide ascorbique), arôme naturel.",Switzerland
Swai (pangasius hypophthalmus) (sodium tripolyphosphate added to retain moisture).,United States
"Unbleached enriched durum wheat semolina (durum wheat semolina, niacin, iron [ferrous lactate], thiamine mononitrate, riboflavin, folic acid), cage-free eggs.",United States
"Tomatenmark, Glukose-Fruktose-Sirup, Branntweinessig, Salz, modifizierte Stärke, Jalapeno Chili (1%), Paprika, Zwiebeln, Gewürze, Chili, Verdickungsmittel Guarkernmehl.",Germany
"_Cacahuètes_ 32%, _noix de cajou_ 24%, _noisettes_ pelliculées 21%, _amandes_ blanchies 19%, huile de tournesol, huile d'_arachide_,sel.",France
"Corn, water, salted butter (cream, salt), sugar, salt, modified corn starch, cultured dextrose, white pepper.",United States
Organic raw sunflower seeds.,United States
"Légumes 1 32% (poireau, oignon), sirop de glucose, sel, eau, épices et aromates : 7 .9% (persil, thym, feuille de laurier, noix de muscade, graines de céleri) matière grasse végétale, sucre, extrait de levure, sel minéral naturel* , épaississants : gomme xanthane et farine de graines de caroube, arômes. *Contenant moins de sodium que le sel de cuisine du fait de la présence naturelle de potassium.  ",France
café moulu,Belgium
"Natural* beef, sea salt, spices, organic honey, paprika for flavoring only, celery powder, dehydrated garlic.",United States
"Jalapeno pepper, water, distilled vinegar, salt, calcium chloride, sodium benzoate and sodium metabisulfite* (to preserve freshness), turmeric.",United States
"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, vegetable oil (contains one or more of the following: canola oil, corn oil, palm oil, soybean oil), corn syrup, rolled oats, high fructose corn syrup,",United States
"6X500mL WAN (Œp0RATE SERVICES) LTD - 15/F - 112 DES VŒUX ROAD CENTRAL - HONG KONG - TEL•. (852) 2805 2288. NATURAL WATER FORTIFIED GAS FROM THE AT PERRIER BY: N.w.s. 30310 .. FRANCE. BEST PACK STORE IN A COOL, DRY PLACE AWAY SUNLIGHT. BEST SERVED CHILLED.",France
"Crevettes d’élevage 90% : _Crevettes_ (Penaeus vannamei) cuites entièrement décortiquées, sel, ferment lactique (traces de _lait_), conservateur : _disulfite_ de sodium. Sauce 10% : Huile végétale, huile d'olive extra vierge, concentré d’herbes aromatiques, arôme naturel, extrait d'épice, flocons de tomates, plante aromatique, ail, purée de tomate, vinaigre de vin, extrait de basilic, sel.",France
"lait entier 38%, crème acidulée 26%, sucre, sirop de glucose-fructose, farine de blé, jus de limes 3%, protéines du lait, glucose, beurre 1.5%, jaune d'œuf, (d'e2levage en plein air suisse), inuline, farine de riz, amidon de riz, œuf entier (d'élevage en plein air suisse), fibres d'agrumes, arômes naturels, concentrés de légumes (fleur de carthame, algues), sel de cuisine, malt d'orge",Switzerland
"Corn flour, salt, spices (including chili pepper, cumin), onion, cheddar cheese (milk, cheese cultures, salt, enzymes), leavening (sodium acid pyrophosphate, sodium bicarbonate, corn starch, monocalcium phosphate), and garlic.",United States
"Rolled oats (may contains wheat or soy), honey, almonds (nut), soybean oil, brown sugar, raisins, sunflower seeds, sweetened dried cranberries (cranberries, sugar, sunflower oil), flaxseed, salt, natural flavors.",United States
"Contains 16 of these varieties: pinto beans, blackeye peas, barley, navy beans, large lima beans, small white beans, red kidney beans, baby lima beans, great northern beans, speckled lima beans, green baby lima beans, black turtle beans, whole green peas,",United States
Cabernet franc 100% (_sulfites_).,France
"carottes*, pommes de terre*, brocoli*, fromage blanc allégé*, oignons*, mozzarella* (5%), petits pois*, flocons de pommes de terre*, sauce de soja* (eau, fève de soja*, blé, sel de mer), sel de mer, épices* eau, farine de blé*, huile de tournesol*, sel de mer °présure microbienne *issus de l'agriculture biologique",France
"Organic pear puree, organic blueberry puree, water, whey protein isolate, organic spinach puree, organic apple fiber, citric acid, ascorbic acid (vitamin c).",United States
"Corn meal, soybean oil, whey powder, cheddar and blue cheese (pasteurized milk, salt, annatto extract, bacterial culture, chymosin b), corn flour, corn starch, maltodextrin, salt, butter, natural and artificial flavour, buttermilk powder, monosodium glutu",United States
"_Lait_ à 0,9 % de matière grasse (86,0 %), chocolat en poudre (5,5 %) (sucre, poudre de cacao), inuline, poudre de _lait_ écrémé, amidon de maïs, amidon modifié de tapioca, lactose (_lait_), fructose, glucose, gélifiant (carraghénanes), cacao maigre, arômes, correcteur d'acidité : E331(iii), édulcorants (acésulfame K, cyclamate de sodium, néohespéridine DC).",France
"pommes bio (70 %), purée de pêches bio (30 %)",France
"Ripe olives, water, salt, and ferrous gluconate (added to stabilize color).",United States
"graisse de coco totalement hydrogènée, graisse de coco",Switzerland
"Nonfat milk, cream, sugar, corn syrup, cocoa (processed with alkali), whey, margarine (palm oil, soybean oil, salt, mono & diglycerides, artificial flavor, annatto (color), vitamin a palminate added), enriched wheat flour (wheat flour, thiamine mononitrat",United States
"Farmed atlantic salmon, salt, sugar, soy sauce (water, wheat, soy beans, salt), cane sugar, water, fresh garlic, ginger, corn starch, tapioca starch, lemon juice concentrate, xanthan gum, white and black sesame seeds, hot smoked from hickory, maple, and/o",United States
Navy beans.,United States
Organic whole grain steel cut oats.,United States
"Sugar, enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), cream cheese flavored confectionery chips (sugar, palm kernel oil, skim milk, whey powder, milkfat, natural flavor, soy lecithin), water, palm oil, ca",United States
"Sucre de canne non raffiné, fruit, sirop de _blé_ (sauf pour abricot, griotte, fraise et framboise), agent gélifiant : pectine de fruits, jus concentré de citron (sauf pour griotte et framboise), acidifiant : tartrate de sodium.",France
Cauliflower.,United States
"Milk chocolate (sugar, milk, cocoa butter, chocolate liquor, soy lecithin - an emulsifier, vanillin - an artificial flavor), toasted coconut (contains sulfites), sugar, dextrose, coconut oil, salt.",United States
"White candy melts: sugar, partially hydrogenated palm kernel oil, titanium dioxide (color), whole milk solids, reduced mineral whey powder, nonfat dry milk solids, soy lecithin, salt, artificial flavor. orange triangles: dextrose, corn starch, dextrin, ma",United States
"Cooked enriched pasta (water, semolina [enriched with niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid], wheat gluten), water, cooked beef, petty crumble (beef, water, textured vegetable protein [soy protein concentrate, caramel color], soy sauce powder [soy sauce {fermented soybeans, wheat, salt}, maltodextrin], dehydrated onions, sugar, salt, soy protein isolate), sour cream (cultured milk, cream, whey, food starch-modified, sodium phosphate, guar gum, carrageenan, calcium sulfate, locust bean gum, potassium sorbate [preservative]), mushrooms, onions, less than 2% of red wine (with salt), half and half (milk and cream), margarine (liquid and hydrogenated soybean oil, water, salt, vegetable mono and diglycerides, soy lecithin, natural and artificial flavor, bha & bht added to protect flavor, vitamin a palmitate and vitamin d3 added), modified food starch, beef base (roasted beef and concentrated beef stock, salt, hydrolyzed soy, corn and wheat protein, corn oil, sugar, autolyzed yeast, flavoring, maltodextrin, whey, dextrose, caramel color), maltodextrin, sour cream type flavor (milk, cream, cheese cultures, salt, cheese whey, nonfat dry milk powder, natural flavor, lactic acid), worcestershire sauce (distilled vinegar, molasses, corn syrup, water, salt, caramel color, garlic powder, sugar, spices, anchovies, tamarind, natural flavor, sulfites added as preservatives), white distilled vinegar, caramel color, enriched flour (flour, niacin, thiamine mononitrate, riboflavin, folic acid), garlic (with water and citric acid), xanthan gum, brown gravy mix (artificial flavor, autolyzed yeast, natural flavors, partially hydrogenated soybean oil, corn syrup solids, salt, caramel color, beet powder, onion powder, sodium caseinate, garlic powder, mono and diglycerides, sodium citrate, spices and citric acid), salt, spice, vegetable flavor (autolyzed yeast extract, dextrose, maltodextrin, natural flavor, soybean and/or cottonseed oil, lactic acid, silicon dioxide, disodium inosinate and guanylate), parsley flakes.",United States
"Champignons de Paris 19.5%, viande de porc cuite 18.7%, polenta 17.5% (semoule de maïs, eau), carotte 14.2%, crème fraiche liquide (_lait_) 8%, oignon préfrit à l'huile de tournesol, eau, vin blanc, Saint-Nectaire (_lait_) 1.8%, fond de porc (viande de porc et jus de cuisson de viande de porc, oignon et jus de cuisson d'oignon, sel), concentré de tomates, échalote, sel, beurre (_lait_), _lait_ entier en poudre, amidon de maïs, huile de tournesol, paprika, piment doux fumé, poivre, thym, laurier.",France
